 ID товара: , ISBN , Возраст , Год издания , Издательство , Кол-во страниц , Переводчик , Редактор , Серия , Тип обложки , Тираж , Формат , Художник ,ID карточки,Автор,Голоса,Название,Обложка,Рейтинг,Цена
 2479506 , 9785699819669 , 16+ , 2015 , Эксмо , 384 ,,, Школа ныряльщиков (Шныр) , Твердая бумажная , 7000 , 20.6 x 13 x 2.3 ,,850903, Емец Д. ,1,Глоток огня,https://img-gorod.ru/upload/iblock/34a/34a6b9a0ee87c80fce6af104e7052493.jpg,5.0,323.0
 1897635 , 5699049134 ,, 2004 , Эксмо-Пресс , 320 ,,, От создателя Тани Гроттер , Твердая глянцевая , 11000 , 20.5 x 13 x 2 ,,854712, Емец Д. ,0,НЛО прибывает по расписанию,https://img-gorod.ru/upload/iblock/ca6/ca6c9b07a2dfef3f5f64535a908727f8.jpg,0.0,
 2482642 , 9785170924554 , 16+ , 2015 , АСТ , 320 ,, Фрай Макс , Хроники Ехо , Твердая бумажная , 5000 , 20.7 x 13.2 x 2 ,,855443, Фрай М. ,2,Неуловимый Хабба Хэн,https://img-gorod.ru/upload/iblock/8f0/8f0602c197172e98399754b07545a157.jpg,5.0,356.0
 2483548 , 9785699832262 , 12+ , 2015 , Эксмо , 320 ,,, Здесь водятся динозавры , Твердая бумажная , 3000 , 22 x 14.3 x 2 ,,856230, Емец Д. ,0,Город динозавров,https://img-gorod.ru/upload/iblock/0af/0afd1ad17c18367fee0382e5f5246914.jpg,0.0,285.0
 2484524 , 9785170905751 , 18+ , 2015 , АСТ , 576 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.5 x 13 x 3 ,,857607, Фрай М. ,2,Гнезда химер. Хроники Оветганны,https://img-gorod.ru/upload/iblock/4d0/4d0ba103fff18bba7d98b34a47b10a5b.jpg,5.0,314.0
 2483906 , 9785373077255 , 6+ , 2017 , Олма Медиагрупп , 348 ,,, Коты-воители , Твердая бумажная , 12000 , 20.6 x 13.1 x 1.9 ,,857977, Хантер Э. ,1,Тайна Щербатой. Книга II. Наказание,https://img-gorod.ru/upload/iblock/e06/e06b44c31fe3bc1154f81d75e7e23a71.jpg,5.0,303.0
 2486179 , 9785699816378 , 12+ , 2015 , Эксмо , 384 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.5 x 2.2 ,,859271, Емец Д. ,8,Таня Гроттер и магический контрабас,https://img-gorod.ru/upload/iblock/e7c/e7cafb2e318f67a45780cc180b39f58e.jpg,3.0,354.0
 2486180 , 9785699816439 , 12+ , 2015 , Эксмо , 352 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.5 x 2.2 ,,859272, Емец Д. ,1,Таня Гроттер и Золотая Пиявка,https://img-gorod.ru/upload/iblock/4bb/4bb6a09b2934b6c89735595468f1e780.jpg,3.0,354.0
 2486181 , 9785699816392 , 12+ , 2015 , Эксмо , 352 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.5 x 2.2 ,,859273, Емец Д. ,3,Таня Гроттер и Исчезающий Этаж,https://img-gorod.ru/upload/iblock/866/866db1e1482d928db77cdd68e0bfe0c2.jpg,4.0,354.0
 2486793 , 9785170924561 , 16+ , 2015 , АСТ , 352 ,,, Хроники Ехо , Твердая бумажная , 4000 , 20.7 x 13 x 2 ,,860114, Фрай М. ,7,"Ворона на мосту. История, рассказанная сэром Шурфом Лонли-Локли",https://img-gorod.ru/upload/iblock/86f/86f87b2d0e241716c266ab73521bce9c.jpg,4.0,359.0
 2487954 , 9785170929856 , 16+ , 2015 , АСТ , 1200 ,,,, Твердая бумажная , 3000 , 26.4 x 20.1 x 5.3 ,,861223, Фрай М. ,6,Лабиринты EXO. Том 1. Чужак. Волонтеры вечности. Простые волшебные вещи. Темная сторона. Наваждения,https://img-gorod.ru/upload/iblock/a8c/a8c0101be1dcf995bd79281949d5a56b.jpg,4.0,1408.0
 2490750 , 9785699816873 , 12+ , 2015 , Эксмо , 352 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.1 x 2.2 ,,866062, Емец Д. ,1,Таня Гроттер и трон Древнира,https://img-gorod.ru/upload/iblock/3d1/3d14b3b98f26295036285eee92f6e5a2.jpg,3.0,354.0
 2491859 , 9785170925070 , 16+ , 2016 , АСТ , 384 ,,, Хроники Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 2.4 ,,867637, Фрай М. ,3,"Горе господина Гро. История, рассказанная сэром Кофой Йохом",https://img-gorod.ru/upload/iblock/08c/08c78726b4f1ee65ac9d5edc397b84c2.jpg,5.0,356.0
 2492869 , 9785170925148 , 16+ , 2016 , АСТ , 480 ,,,, Суперобложка , 10000 , 20.6 x 13.5 x 2.7 ,,868652, Фрай М. ,2,Сказки старого Вильнюса IV,https://img-gorod.ru/upload/iblock/214/214f60bfb1fa31fa73807f1611bb13dd.jpg,4.0,359.0
 2495796 , 9785170925087 , 16+ , 2016 , АСТ , 320 ,,,, Суперобложка , 3500 , 20.6 x 13 x 2 ,,870661, Фрай М. ,6,Сказки старого Вильнюса,https://img-gorod.ru/upload/iblock/8dd/8dd0c18265082e960acffe882f61c774.jpg,4.0,332.0
 2495797 , 9785170925100 , 16+ , 2016 , АСТ ,,,,, Суперобложка , 3000 , 20.6 x 13 x 2.5 ,,870662, Фрай М. ,4,Сказки старого Вильнюса II,https://img-gorod.ru/upload/iblock/05a/05a23f1685d65b44fbd1e18a779da84a.jpg,5.0,356.0
 2495798 , 9785170925124 , 16+ , 2016 , АСТ ,,,,, Суперобложка , 3500 , 20.6 x 13 x 2.6 ,,870663, Фрай М. ,2,Сказки старого Вильнюса III,https://img-gorod.ru/upload/iblock/cc9/cc905dc8002a6138f646a480d61e8de2.jpg,5.0,332.0
 2497515 , 9785170925155 , 16+ , 2016 , АСТ , 352 ,,, Хроники Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 2.2 ,,872961, Фрай М. ,2,"Обжора-хохотун. История, рассказанная сэром Мелифаро",https://img-gorod.ru/upload/iblock/a88/a88e3cc7ad15b770aac8b5d512e7ba83.jpg,5.0,356.0
 2498593 , 9785699847600 , 6+ , 2016 , Эксмо , 240 ,,, Моя большая семья , Твердая бумажная , 5000 , 21.7 x 16.6 x 2 ,,874517, Емец Д. ,0,День карапузов,https://img-gorod.ru/upload/iblock/f90/f90c98caa9ac4c75bb1a9ac63b0a2f84.jpg,0.0,389.0
 2498594 , 9785699849901 ,, 2016 , Эксмо , 240 ,,, Моя большая семья , Твердая бумажная , 5000 , 21.7 x 16.6 x 2 ,,874518, Емец Д. ,0,День карапузов,https://img-gorod.ru/upload/iblock/020/0206dd1174717cec9547b9668285482e.jpg,0.0,389.0
 2498599 , 9785699835874 , 16+ , 2016 , Эксмо , 416 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.7 x 14.4 x 2.6 ,,874523, Емец Д. ,0,Таня Гроттер и посох волхвов,https://img-gorod.ru/upload/iblock/036/0363568eff4b5b285a2e1fee321fa59e.jpg,0.0,327.0
 2499957 , 9785170925193 , 16+ , 2016 , АСТ , 416 ,,, Хроники Ехо , Твердая бумажная , 4000 , 20.5 x 13 x 2.3 ,,875812, Фрай М. ,4,Дар Шаванахолы,https://img-gorod.ru/upload/iblock/3ec/3ecfe9ca259a1e623d989cc028c8b3f2.jpg,3.0,356.0
 2501341 , 9785699835867 , 16+ , 2016 , Эксмо , 352 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 4000 , 21.8 x 14.3 x 2.3 ,,878449, Емец Д. ,0,Таня Гроттер и молот Перуна,https://img-gorod.ru/upload/iblock/84e/84ebdf3892930c522aad8509f5372585.jpg,0.0,368.0
 2504150 , 9785170951970 , 16+ , 2016 , АСТ , 416 ,,, Хроники Ехо , Твердая бумажная , 4000 , 20.5 x 13 x 2.3 ,,882380, Фрай М. ,4,Тубурская игра,https://img-gorod.ru/upload/iblock/649/649286f6475edb51631d37748de62fbb.jpg,5.0,356.0
 2507584 , 9785170925223 , 18+ , 2016 , АСТ , 448 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.6 x 13.1 x 2.4 ,,886599, Фрай М. ,3,Энциклопедия мифов: А-К,https://img-gorod.ru/upload/iblock/a8e/a8e8676667a6c303f61ae533203f7d8a.jpg,4.0,356.0
 2507692 , 9785699844418 , 16+ , 2016 , Эксмо , 384 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 4000 , 21.7 x 14.4 x 2.3 ,,887009, Емец Д. ,0,Таня Гроттер и пенсне Ноя,https://img-gorod.ru/upload/iblock/03d/03df85ba04299caef42cc90b29f323c2.jpg,0.0,368.0
 2508486 , 9785699840465 , 16+ , 2016 , Эксмо , 416 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14.3 x 2.3 ,,887823, Емец Д. ,1,Таня Гроттер и ботинки кентавра,https://img-gorod.ru/upload/iblock/f95/f956b5e2f0b23b975da2a3ae232d204d.jpg,3.0,327.0
 2509026 , 9785170952670 , 18+ , 2016 , АСТ , 480 ,,, Миры Макса Фрая , Твердая бумажная , 15000 , 20.5 x 13 x 2.5 ,,888578, Фрай М. ,2,Карты на стол,https://img-gorod.ru/upload/iblock/85d/85d08a796ee25f3330eee6c6e60697c2.jpg,4.0,77.0
 2512062 , 9785373074896 , 6+ , 2017 , Олма Медиагрупп , 448 ," Корчагина О.И., Максимова В.А. ",, Коты-воители. Золотая коллекция , Твердая бумажная , 3000 , 26.5 x 17 x 2.3 ,,892906, Хантер Э. ,4,Стань диким! Огонь и Лед,https://img-gorod.ru/upload/iblock/9e2/9e2e5c3fd5dc84f15e10a58054e72c39.jpg,5.0,609.0
 2512076 , 9785373078122 , 6+ , 2018 , Олма Медиагрупп , 352 , Максимова Вероника ,, Хроники Стаи , Твердая бумажная , 9000 , 20.5 x 13 x 1.3 , Соколова Наталья ,892920, Хантер Э. ,2,Прерванный путь,https://img-gorod.ru/upload/iblock/33f/33fb9f039b226e7161acab4ba87b4c4c.jpg,4.0,304.0
 2513495 , 9785170951963 , 18+ , 2016 , АСТ , 384 ,,, Миры Макса Фрая , Твердая бумажная , 3500 , 20.5 x 13 x 2 ,,894293, Фрай М. ,1,Энциклопедия мифов: К-Я,https://img-gorod.ru/upload/iblock/8eb/8eb8b26df794aa06827d0f35ade6d67d.jpg,5.0,356.0
 2517542 , 9785170953349 , 16+ , 2016 , АСТ , 480 ,,, Сновидения Ехо , Твердая бумажная , 30000 , 20.7 x 13.3 x 2.5 ,,898955, Фрай М. ,8,Я иду искать,https://img-gorod.ru/upload/iblock/bbf/bbf3561caff1f71bec73323e41d261ff.jpg,4.0,356.0
 2517466 , 9785699845521 , 16+ , 2016 , Эксмо , 416 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 4000 , 21.8 x 14.3 x 2.3 ,,899097, Емец Д. ,1,Таня Гроттер и колодец Посейдона,https://img-gorod.ru/upload/iblock/f96/f9658455e9c9612825c18c2a4dc1fcb7.jpg,3.0,327.0
 2518066 , 9785699889174 , 16+ , 2016 , Эксмо , 480 ,,, Мефодий Буслаев , Твердая глянцевая , 15000 , 20.6 x 13.2 x 3 ,,899624, Емец Д. ,1,Мефодий Буслаев. Самый лучший враг,https://img-gorod.ru/upload/iblock/515/515a81b7b23b1cb7b8bdee5c1db9593d.jpg,5.0,341.0
 2518165 , 9785699845538 , 16+ , 2016 , Эксмо , 352 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 3000 , 21.6 x 14.3 x 2 ,,899976, Емец Д. ,0,Таня Гроттер и локон Афродиты,https://img-gorod.ru/upload/iblock/d46/d46527252145654635183f3694bcc86d.jpg,0.0,368.0
 2519960 , 9785170969654 , 18+ , 2016 , АСТ , 1200 ,,,, Твердая бумажная , 3000 , 26.3 x 20.4 x 5.8 ,,901916, Фрай М. ,1,Вселенная Ехо. Том 2,https://img-gorod.ru/upload/iblock/a02/a021761bb9cdda225fc1d89c01e68e31.jpg,5.0,1252.0
 2524302 , 9785170980888 , 18+ , 2016 , АСТ , 416 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.5 x 13 x 2.4 ,,906001, Фрай М. ,7,Жалобная книга,https://img-gorod.ru/upload/iblock/070/0709e911a747addf80f0b26c165f2c40.jpg,4.0,356.0
 2525237 , 9785699845552 , 16+ , 2016 , Эксмо , 384 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14 x 2 ,,906674, Емец Д. ,2,Таня Гроттер и перстень с жемчужиной,https://img-gorod.ru/upload/iblock/fa8/fa8d37752be28ab41ff365cc33f4c2b1.jpg,5.0,327.0
 2529655 , 9785699845569 , 16+ , 2016 , Эксмо , 400 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14 x 2.1 ,,912049, Емец Д. ,1,Таня Гроттер и проклятие некромага,https://img-gorod.ru/upload/iblock/35b/35b35d2a7b69d68af85165dd2b113913.jpg,4.0,327.0
 2530615 , 9785090422543 , 6+ , 2017 , Просвещение , 351 ,,, Коты-воители , Твердая бумажная , 12000 , 20.5 x 13 x 1.7 ,,912258, Хантер Э. ,3,Коты-воители. Солнечный путь,https://img-gorod.ru/upload/iblock/79b/79bd1836afc656ba9c8374af7af9b717.jpg,5.0,304.0
 2534431 , 9785170988105 , 18+ , 2016 , АСТ , 320 ,,, Миры Макса Фрая , Твердая бумажная , 10000 , 20.6 x 13 x 1.7 ,,915767, Фрай М. ,2,Наперsники Синея,https://img-gorod.ru/upload/iblock/53e/53e4e361fc441cb01d259c00704a16fa.jpg,5.0,332.0
 2543534 , 9785170988099 , 16+ , 2016 , АСТ , 384 ,,, Эксклюзивная новая классика , Мягкая бумажная , 5000 , 18 x 11.5 x 2.7 ,,924480, Фрай М. ,0,Чуб земли,https://img-gorod.ru/upload/iblock/8ab/8ab578897f8e9e02468090e59781ba7f.jpg,0.0,162.0
 2545413 , 9785699845583 , 16+ , 2016 , Эксмо , 368 ,,, Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 4000 , 22 x 14 x 2 ,,926308, Емец Д. ,0,Таня Гроттер и болтливый сфинкс,https://img-gorod.ru/upload/iblock/08b/08bcd5f1b3e02e1ff7789c59acc0fd6f.jpg,0.0,327.0
 2546933 , 9785090455404 , 6+ , 2018 , Абрис , 349 ,,, Коты-воители , Твердая бумажная , 12000 , 20.6 x 13 x 1.8 ,,928858, Хантер Э. ,8,Юность Грома,https://img-gorod.ru/upload/iblock/dd5/dd50e0a6b4907a125ac96a03773b8a31.jpg,5.0,304.0
 2546936 , 9785090428866 , 6+ , 2016 , Просвещение , 350 ,,, Хроники Стаи , Твердая бумажная , 9000 , 20.6 x 12.9 x 1.9 ,,928861, Хантер Э. ,4,Бескрайнее озеро,https://img-gorod.ru/upload/iblock/e19/e19d67cbc62399fd70f32755afc71c2d.jpg,4.0,304.0
 2549924 , 9785353078968 , 12+ , 2016 , Росмэн , 144 ,,,, Твердая глянцевая , 7000 , 22.3 x 16.7 x 1.4 ,,930743, Емец Д. ,0,Древняя Русь. История в рассказах для школьников,https://img-gorod.ru/upload/iblock/646/646cb4766ed7e8fd29efe6a315a7bc32.jpg,0.0,259.0
 2551022 , 9785170999538 , 18+ , 2016 , АСТ , 320 ,,, Миры Макса Фрая , Твердая бумажная , 5000 , 20.5 x 13 x 2 ,,933415, Фрай М. ,1,Первая линия. Рассказы и истории разных лет,https://img-gorod.ru/upload/iblock/ea4/ea465560aac87776c66df2d8fc255900.jpg,5.0,332.0
 2553726 , 9785090471145 ,, 2017 , Просвещение , 315 , Вероника Максимова , Корчагина О. , Коты-воители , Твердая бумажная , 12000 , 20.6 x 13 x 1.6 , Леонид Насыров ,935126, Хантер Э. ,5,Месть звездного луча. Разлом. В двух книгах. Книга I,https://img-gorod.ru/upload/iblock/bc4/bc45cf847348cd0608e3d4d39a8a040b.jpg,5.0,304.0
 2555304 , 9785170999422 , 16+ , 2016 , АСТ , 320 ,,, Эксклюзивная новая классика , Мягкая бумажная , 4000 , 18 x 11.6 x 2.3 ,,936702, Фрай М. ,0,Властелин Морморы,https://img-gorod.ru/upload/iblock/fba/fba54b8997690383ea7be6bf05aba7ea.jpg,0.0,162.0
 2557880 , 9785699845590 , 16+ , 2016 , Эксмо , 432 ,, Суворова Т. , Таня Гроттер. Легендарное детское фэнтези , Твердая бумажная , 4000 , 22 x 14.5 x 2.5 ,,938933, Емец Д. ,0,Таня Гроттер и птица титанов,https://img-gorod.ru/upload/iblock/711/71192278dfd80542605fd46a06592f80.jpg,0.0,327.0
 2558849 , 9785171003708 , 16+ , 2016 , АСТ , 480 ,,,, Суперобложка , 10000 , 21 x 13.3 x 2.5 ,,940377, Фрай М. ,5,Сказки старого Вильнюса V,https://img-gorod.ru/upload/iblock/ee5/ee577df0c45c9b7cda648b75eb890534.jpg,5.0,356.0
 2566515 , 9785699899852 , 12+ , 2017 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.2 x 2.3 ,,949199, Емец Д. ,4,Маг полуночи,https://img-gorod.ru/upload/iblock/2ff/2ff209ecc2b502f278a81af43d4d8c6b.jpg,5.0,368.0
 2567167 , 9785699925131 , 6+ , 2017 , Эксмо , 240 ,,, Моя большая семья , Твердая бумажная , 4000 , 21.5 x 16.5 x 1.3 ,,950639, Емец Д. ,1,Таинственный Ктототам,https://img-gorod.ru/upload/iblock/58d/58d206997098e060db27d69ed95f9944.jpg,5.0,409.0
 2567168 , 9785699925124 , 6+ , 2017 , Эксмо , 240 ,,, Моя большая семья , Твердая бумажная , 5000 , 21.6 x 16.5 x 1.6 ,,950640, Емец Д. ,0,Таинственный Ктототам,https://img-gorod.ru/upload/iblock/bea/beaa84d59a98b5124861225cffea31d2.jpg,0.0,409.0
 2567798 , 9785699899883 , 12+ , 2017 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14.5 x 2.5 ,,951618, Емец Д. ,3,Свиток желаний,https://img-gorod.ru/upload/iblock/ba0/ba0adfc5f08a2ca78030435d94c7c25b.jpg,4.0,342.0
 2568176 , 9785171012946 , 18+ , 2017 , АСТ , 352 ,,, Миры Макса Фрая , Твердая бумажная , 5000 , 20.5 x 13 x 2 ,,951878, Фрай М. ,1,Вторая линия. Рассказы и истории разных лет,https://img-gorod.ru/upload/iblock/626/62694c78655d4d18b59e253ef55a5e82.jpg,5.0,77.0
 2575073 , 9785171014322 , 18+ , 2017 , АСТ , 352 ,,, Миры Макса Фрая , Твердая бумажная , 2000 , 20.7 x 13 x 2.7 ,,959087, Фрай М. ,0,Авиамодельный кружок при школе № 6,https://img-gorod.ru/upload/iblock/9c8/9c8c4155eceb122ed9945f5ff9ad0721.jpg,0.0,356.0
 2576264 , 9785171016395 , 16+ , 2017 , АСТ , 384 ,,, Сновидения Ехо , Твердая бумажная , 30000 , 20.5 x 13 x 3 ,,960491, Фрай М. ,27,Сундук мертвеца,https://img-gorod.ru/upload/iblock/0e8/0e8bf63b2a8c4483e8e766169051f8c3.jpg,4.0,356.0
 2577128 , 9785699899906 , 12+ , 2017 , Эксмо , 384 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 21.8 x 14.4 x 2.2 ,,961813, Емец Д. ,1,Третий всадник мрака,https://img-gorod.ru/upload/iblock/ecb/ecb1c3a63bf6b4e1a5c63563cdcf7f32.jpg,5.0,327.0
 2580749 , 9785171023553 , 18+ , 2017 , АСТ , 384 ,,, Миры Макса Фрая , Твердая бумажная , 7000 , 20.5 x 13 x 2.8 ,,966186, Фрай М. ,9,Так не бывает,https://img-gorod.ru/upload/iblock/e48/e486bf426909275dc7ef2cd0a1c01f47.jpg,4.0,375.0
 2581615 , 9785699954827 , 16+ , 2017 , Эксмо , 384 ,, Суворова Т. , Школа ныряльщиков (Шныр) , Твердая бумажная , 7000 , 20.6 x 13 x 2.2 ,,967444, Емец Д. ,7,Седло для дракона. Школа ныряльщиков,https://img-gorod.ru/upload/iblock/3a6/3a65197c171d1de0bba6f0474744e3d3.jpg,4.0,350.0
 2582361 , 9785699928835 , 12+ , 2017 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14.3 x 2.4 ,,968804, Емец Д. ,1,Билет на Лысую Гору,https://img-gorod.ru/upload/iblock/077/077ae3fccf36c115884afd2f8b38e434.jpg,5.0,342.0
 2582380 , 9785001110583 , 6+ , 2017 , Олма , 351 , Вероника Максимова , Корчагина О. , Хроники Стаи , Твердая бумажная , 7000 , 20.7 x 13.2 x 2 , Леонид Насыров ,968824, Хантер Э. ,2,Собачья гроза,https://img-gorod.ru/upload/iblock/296/2968232d4d379ddfaf1d65815ea311bc.jpg,4.0,304.0
 2582381 , 9785001110347 , 6+ , 2017 , Олма , 351 , Вероника Максимова , Корчагина О. , Коты-воители , Твердая бумажная , 10000 , 20.7 x 13.2 x 2 , Леонид Насыров ,968825, Хантер Э. ,6,Месть звездного луча. Воссоединение. Книга II,https://img-gorod.ru/upload/iblock/388/3885e34d728df69a54f423154abe4ef8.jpg,5.0,304.0
 2585210 , 9785171022310 , 16+ , 2017 , АСТ , 1184 ,,,, Твердая бумажная , 3000 , 26.3 x 20.3 x 6.5 ,,973390, Фрай М. ,11,Хроники Ехо,https://img-gorod.ru/upload/iblock/425/425e05fb2a5d4d6d9330960a18c926ae.jpg,5.0,1330.0
 2586286 , 9785001110057 ,, 2017 , Абрис , 350 ,,, Коты-воители , Твердая бумажная , 10000 , 20.5 x 13 x 1.6 ,,974441, Хантер Э. ,8,Коты-Воители. Первая битва,https://img-gorod.ru/upload/iblock/0d0/0d08f7766bf60e9c8d58f1eb6a4afd58.jpg,4.0,304.0
 2587864 , 9785001110422 , 6+ , 2017 , Олма Медиагрупп , 479 ,,, Коты-воители. Золотая коллекция , Твердая бумажная , 4000 , 26.6 x 17.3 x 2.7 ,,976782, Хантер Э. ,6,Лес секретов. Бущующая стихия,https://img-gorod.ru/upload/iblock/5d3/5d35f2f4170c3400e135b232eba9070b.jpg,4.0,609.0
 2587865 , 9785001110132 , 6+ , 2017 , Олма Медиагрупп , 492 ,,, Коты-воители. Золотая коллекция , Твердая бумажная , 4000 , 26.6 x 17.3 x 2.7 ,,976783, Хантер Э. ,3,Опасная тропа. Битва за лес,https://img-gorod.ru/upload/iblock/42c/42c905214ad9c1811d5d44a5d16b3948.jpg,5.0,609.0
 2588540 , 9785171032807 , 16+ , 2017 , АСТ , 320 ,,, Эксклюзивная новая классика , Мягкая бумажная , 3500 , 18 x 11.5 x 2.4 ,,979981, Фрай М. ,0,Неуловимый Хабба Хэн,https://img-gorod.ru/upload/iblock/d7f/d7fd1bc38a912efbc90baabcbdc51913.jpg,0.0,162.0
 2588816 , 9785171034146 , 16+ , 2017 , АСТ , 320 ,,, Миры Макса Фрая , Твердая бумажная , 2500 , 20.6 x 13 x 1.8 ,,980081, Фрай М. ,2,Прокотиков,https://img-gorod.ru/upload/iblock/bc8/bc83d4ea399322c7571544df2d6db81b.jpg,5.0,332.0
 2588817 , 9785171038922 , 18+ , 2017 , АСТ , 320 ,,,, Твердая бумажная , 3000 , 20.6 x 13 x 1.8 ,,980082, Фрай М. ,4,Сказки старого Вильнюса,https://img-gorod.ru/upload/iblock/429/42981ec9f75513dd2760983ffc916f50.jpg,5.0,332.0
 2588818 , 9785171040123 , 16+ , 2017 , АСТ , 448 ,,,, Твердая бумажная , 2000 , 20.5 x 13 x 2.5 ,,980083, Фрай М. ,3,Сказки старого Вильнюса III,https://img-gorod.ru/upload/iblock/6e1/6e12abfc8b00b94a9f1857df1cc8ca57.jpg,4.0,356.0
 2590892 , 9785171027773 , 16+ , 2017 , АСТ , 416 ,,,, Твердая бумажная , 2000 , 20.5 x 13 x 2.5 ,,980937, Фрай М. ,3,Сказки старого Вильнюса II,https://img-gorod.ru/upload/iblock/d03/d03a9cbcee502aa15b3dc3cfad42d778.jpg,5.0,332.0
 2592319 , 9785699911554 , 12+ , 2017 , Эксмо , 416 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14.5 x 2.5 ,,982664, Емец Д. ,1,Месть валькирий,https://img-gorod.ru/upload/iblock/30f/30f5506ad9bfe7ff2bedafbc7e9b5ba6.jpg,5.0,327.0
 2592427 , 9785001110255 , 6+ , 2017 , Абрис , 319 ,,, Коты-воители , Твердая бумажная , 10000 , 20.6 x 13 x 1.6 ,,982684, Хантер Э. ,8,Сверкающая Звезда,https://img-gorod.ru/upload/iblock/ea1/ea175a1ff187711870a9ae4f7ef3cf98.jpg,4.0,304.0
 2596351 , 9785171035648 , 18+ , 2017 , АСТ , 544 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.6 x 13.1 x 3.5 ,,987656, Фрай М. ,2,Одна и та же книга,https://img-gorod.ru/upload/iblock/55d/55d4dcf2d84d70e87abd75f0c47c0d4d.jpg,5.0,395.0
 2598161 , 9785001110514 , 6+ , 2017 , Абрис , 318 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 10000 , 20.6 x 13 x 1.6 , Насыров Леонид ,990102, Хантер Э. ,2,Гроза Ежевичной Звезды. Бедствие,https://img-gorod.ru/upload/iblock/794/794ac45489a0defc9b0db887883058fc.jpg,5.0,304.0
 2598904 , 9785171042202 , 18+ , 2017 , АСТ , 352 ,,,, Суперобложка , 6000 , 20.5 x 13.2 x 2 ,,991033, Фрай М. ,2,Сказки старого Вильнюса VI,https://img-gorod.ru/upload/iblock/7b3/7b3370ae1b72a4329f9ee4685d7d0701.jpg,5.0,395.0
 2600330 , 9785699913411 , 12+ , 2017 , Эксмо , 400 ,,, Мефодий Буслаев. Легендарное детское фэнтези , Твердая бумажная , 5000 , 22 x 14.5 x 2.3 ,,993386, Емец Д. ,0,Тайная магия Депресняка,https://img-gorod.ru/upload/iblock/569/569e7c6ba6e4366632f795afc1f4785b.jpg,0.0,342.0
 2602879 , 9785171035693 , 18+ , 2017 , АСТ , 448 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.5 x 13.1 x 2.3 ,,996307, Фрай М. ,1,Сказки и истории,https://img-gorod.ru/upload/iblock/c6e/c6e25ee2ed06d350a41d5a82a1954aec.jpg,5.0,356.0
 2603427 , 9785699984985 , 16+ , 2017 , Эксмо , 448 ,,," Детск. Школа ныряльщиков (Шныр, новый суперпроект Д. Емца) ", Твердая бумажная , 7000 , 20.5 x 13 x 2.5 ,,996817, Емец Д. ,5,Цветок Трех Миров,https://img-gorod.ru/upload/iblock/256/2569bcd6fda727f201709ce47f30afbc.jpg,5.0,350.0
 2603441 , 9785001110439 ,, 2017 , Абрис , 319 ,, Корчагина О. , Коты-воители , Твердая бумажная , 8000 , 20.5 x 13.2 x 1.7 ,,996829, Хантер Э. ,5,Гроза Ежевичной Звезды. Вода и кровь,https://img-gorod.ru/upload/iblock/b50/b50e327411f39d899771426afa0bf89b.jpg,5.0,304.0
